cluster_id,major_gene,minor_gene,major_tpm,minor_tpm,ratio
Clathrin_lg_ch_Ppa-Chr13_0,Pp3c13_20171,Pp3c13_20170,1708.5202456660693,0.0,inf
Cpn10_Ppa-Chr08_0,Pp3c8_7210,Pp3c8_7208,1336.1709516133453,73.24007467650058,18.243713670626036
Chloroa_b-bind_Ppa-Chr01_0,Pp3c1_34240,Pp3c1_34210,730.6018772518224,558.4593039936373,1.3082455105092965
Fer2_Ppa-Chr04_0,Pp3c4_8159,Pp3c4_8171,343.72255965300013,122.22195285311459,2.812281686139341
DnaJ_Ppa-Chr21_0,Pp3c21_19850,Pp3c21_19830,290.9655973158797,9.41178662187515,30.91502272688683
PPR_1_Ppa-Chr09_0_PPR_2_Ppa-Chr09_0_PPR_3_Ppa-Chr09_0_PPR_Ppa-Chr09_0,Pp3c9_15260,Pp3c9_15262,217.77229387679856,0.0,inf
DnaJ_Ppa-Chr19_0,Pp3c19_10440,Pp3c19_10460,200.2653840813939,0.0,inf
Fasciclin_Ppa-Chr18_0_Lipase_GDSL_2_Ppa-Chr18_0_Lipase_GDSL_Ppa-Chr18_0,Pp3c18_1550,Pp3c18_1530,193.79922935976342,2.677457609680428,72.38181051273287
AAA_16_Ppa-Chr19_1_AAA_22_Ppa-Chr19_1,Pp3c19_7970,Pp3c19_8030,189.02255443465728,7.1236213522516225,26.53461562424445
Chloroa_b-bind_Ppa-Chr02_1,Pp3c2_36220,Pp3c2_36190,159.03727049416975,12.057047390356752,13.190399385953151
Thioredoxin_Ppa-Chr13_0,Pp3c13_21520,Pp3c13_21450,145.506506696879,2.704878985873304,53.79409114300927
TPR_1_Ppa-Chr02_0_TPR_2_Ppa-Chr02_0,Pp3c2_410,Pp3c2_540,134.55088374846358,3.3557836431326122,40.09522009078655
RuBisCO_small_Ppa-Chr03_0,Pp3c3_20140,Pp3c3_20110,111.55168865648106,95.18106714776344,1.1719945152884566
S-AdoMet_synt_C_Ppa-Chr19_0_S-AdoMet_synt_M_Ppa-Chr19_0_S-AdoMet_synt_N_Ppa-Chr19_0,Pp3c19_3060,Pp3c19_3030,86.28335781994043,33.88636902462117,2.5462556273659374
TB2_DP1_HVA22_Ppa-Chr26_0,Pp3c26_3510,Pp3c26_3490,86.1740518892455,69.75002782519998,1.2354697851190204
CN_hydrolase_Ppa-Chr07_0_EamA_Ppa-Chr07_0_KR_Ppa-Chr07_1_Nuc_sug_transp_Ppa-Chr07_0_PUNUT_Ppa-Chr07_0_SLC35F_Ppa-Chr07_0_TPT_Ppa-Chr07_0_UAA_Ppa-Chr07_0_adh_short_C2_Ppa-Chr07_1_adh_short_Ppa-Chr07_1,Pp3c7_5360,Pp3c7_5410,78.44002477505202,17.18941018198107,4.56327610689501
ACP_syn_III_C_Ppa-Chr02_1_ACP_syn_III_Ppa-Chr02_1_Chal_sti_synt_C_Ppa-Chr02_1_Chal_sti_synt_N_Ppa-Chr02_1_FAE1_CUT1_RppA_Ppa-Chr02_1_Thiolase_N_Ppa-Chr02_1,Pp3c2_36350,Pp3c2_36290,73.3855304261394,0.0,inf
Chloroa_b-bind_Ppa-Chr26_0,Pp3c26_12240,Pp3c26_12230,68.51873192115738,61.882559488620984,1.107238169968659
Chloroa_b-bind_Ppa-Chr12_1,Pp3c12_19200,Pp3c12_19190,57.69961043510002,18.892884024711112,3.054039307055043
RuBisCO_small_Ppa-Chr19_0,Pp3c19_1860,Pp3c19_1840,56.195100288880575,31.40129588207492,1.789579019283689
