,cold,heat,dehydration,high_light
1-cysPrx_C_Ppa-Chr01_0_AhpC-TSA_2_Ppa-Chr01_0_AhpC-TSA_Ppa-Chr01_0_BASP1_Ppa-Chr01_0_GSHPx_Ppa-Chr01_0_HyaE_Ppa-Chr01_0_OST3_OST6_Ppa-Chr01_0_Redoxin_Ppa-Chr01_0_SCO1-SenC_Ppa-Chr01_0_SelK_SelG_Ppa-Chr01_0_Thioredoxin_2_Ppa-Chr01_0_Thioredoxin_7_Ppa-Chr01_0_Thioredoxin_8_Ppa-Chr01_0_Thioredoxin_9_Ppa-Chr01_0_Thioredoxin_Ppa-Chr01_0_TraF_Ppa-Chr01_0,1.901958578098635,2.2326695548728512,0.13621124758380201,3.538073771430728
3-HAO_Ppa-Chr01_0_ARD_Ppa-Chr01_0_AraC_binding_Ppa-Chr01_0_Auxin_BP_Ppa-Chr01_0_Cupin_1_Ppa-Chr01_0_Cupin_2_Ppa-Chr01_0_Cupin_3_Ppa-Chr01_0_Cupin_7_Ppa-Chr01_0_DMSP_lyase_Ppa-Chr01_0_EutQ_Ppa-Chr01_0_MannoseP_isomer_Ppa-Chr01_0_Pirin_C_2_Ppa-Chr01_0_Pirin_Ppa-Chr01_0,0.0,0.0,0.0,0.0
3Beta_HSD_Ppa-Chr01_0_3HCDH_N_Ppa-Chr01_0_DFP_Ppa-Chr01_0_DUF1731_Ppa-Chr01_0_DUF1776_Ppa-Chr01_0_Epimerase_Ppa-Chr01_0_GDP_Man_Dehyd_Ppa-Chr01_0_HisG_C_Ppa-Chr01_0_HisG_Ppa-Chr01_0_KR_Ppa-Chr01_0_Ldh_1_C_Ppa-Chr01_0_Ldh_1_N_Ppa-Chr01_0_NAD_binding_10_Ppa-Chr01_0_NAD_binding_4_Ppa-Chr01_0_NAD_binding_7_Ppa-Chr01_0_NmrA_Ppa-Chr01_0_Polysacc_synt_2_Ppa-Chr01_0_Pyr_redox_Ppa-Chr01_0_Reticulon_Ppa-Chr01_0_RmlD_sub_bind_Ppa-Chr01_0_Sacchrp_dh_NADP_Ppa-Chr01_0_Sterile_Ppa-Chr01_0_TMEM254_Ppa-Chr01_0_adh_short_C2_Ppa-Chr01_0_adh_short_Ppa-Chr01_0,0.39929968487943146,0.0,0.0,0.190615403124035
3HCDH_N_Ppa-Chr01_1,4.627321161084497,4.796436687412545,5.1513366729295695,4.126976262575145
AAA_16_Ppa-Chr01_0_AAA_22_Ppa-Chr01_0_AAA_33_Ppa-Chr01_3_AAA_Ppa-Chr01_0_EF-hand_1_Ppa-Chr01_0_EF-hand_4_Ppa-Chr01_0_EF-hand_6_Ppa-Chr01_0_EF-hand_7_Ppa-Chr01_0_NB-ARC_Ppa-Chr01_0_AAA_16_Ppa-Chr01_0_AAA_22_Ppa-Chr01_0_AAA_Ppa-Chr01_0_ABC1_Ppa-Chr01_1_ACT_Ppa-Chr01_1_APH_Ppa-Chr01_1_Acetyltransf_1_Ppa-Chr01_1_Acetyltransf_7_Ppa-Chr01_1_Adeno_E3_CR2_Ppa-Chr01_1_AdenylateSensor_Ppa-Chr01_1_Ank_2_Ppa-Chr01_1_Ank_3_Ppa-Chr01_1_Ank_4_Ppa-Chr01_1_Ank_5_Ppa-Chr01_1_Ank_Ppa-Chr01_1_Auto_anti-p27_Ppa-Chr01_1_B_lectin_Ppa-Chr01_1_Bact_lectin_Ppa-Chr01_1_CD34_antigen_Ppa-Chr01_1_Cu_bind_like_Ppa-Chr01_1_DUF1221_Ppa-Chr01_1_DUF3543_Ppa-Chr01_1_DUF3827_Ppa-Chr01_1_DUF4100_Ppa-Chr01_1_EF-hand_1_Ppa-Chr01_0_EF-hand_4_Ppa-Chr01_0_EF-hand_5_Ppa-Chr01_1_EF-hand_6_Ppa-Chr01_0_EF-hand_7_Ppa-Chr01_0_EF-hand_8_Ppa-Chr01_1_EF-hand_9_Ppa-Chr01_1_EFhand_Ca_insen_Ppa-Chr01_1_FR47_Ppa-Chr01_1_FTA2_Ppa-Chr01_1_GAGA_bind_Ppa-Chr01_1_GUB_WAK_bind_Ppa-Chr01_1_HEAT_Ppa-Chr01_2_Haspin_kinase_Ppa-Chr01_1_Jacalin_Ppa-Chr01_1_KA1_Ppa-Chr01_1_Kdo_Ppa-Chr01_1_Kinase-like_Ppa-Chr01_1_LRRNT_2_Ppa-Chr01_1_LRR_1_Ppa-Chr01_2_LRR_4_Ppa-Chr01_1_LRR_6_Ppa-Chr01_1_LRR_8_Ppa-Chr01_1_LRR_9_Ppa-Chr01_1_LTP_2_Ppa-Chr01_1_Lectin_C_Ppa-Chr01_1_Lectin_legB_Ppa-Chr01_1_LysM_Ppa-Chr01_1_Malectin_Ppa-Chr01_1_Malectin_like_Ppa-Chr01_1_Mid2_Ppa-Chr01_1_NAF_Ppa-Chr01_1_NB-ARC_Ppa-Chr01_0_OSR1_C_Ppa-Chr01_1_PAN_1_Ppa-Chr01_1_PAN_2_Ppa-Chr01_1_PAS_3_Ppa-Chr01_1_PAS_4_Ppa-Chr01_1_PAS_9_Ppa-Chr01_1_PAS_Ppa-Chr01_1_PIP49_C_Ppa-Chr01_1_PK_Tyr_Ser-Thr_Ppa-Chr01_1_PP2C_Ppa-Chr01_1_PQQ_2_Ppa-Chr01_1_PRIMA1_Ppa-Chr01_1_Pkinase_C_Ppa-Chr01_1_Pkinase_Ppa-Chr01_1_Pkinase_fungal_Ppa-Chr01_1_RIO1_Ppa-Chr01_1_Ribonuc_2-5A_Ppa-Chr01_1_SH3_15_Ppa-Chr01_1_SPARC_Ca_bdg_Ppa-Chr01_1_SPARK_Ppa-Chr01_1_S_locus_glycop_Ppa-Chr01_1_Sel1_Ppa-Chr01_1_Serglycin_Ppa-Chr01_1_Syndecan_Ppa-Chr01_1_TNFR_c6_Ppa-Chr01_1_Tryp_alpha_amyl_Ppa-Chr01_1_UBA_Ppa-Chr01_1_Usp_Ppa-Chr01_1_VWA_2_Ppa-Chr01_1_VWA_3_Ppa-Chr01_1_VWA_Ppa-Chr01_1_WaaY_Ppa-Chr01_1_cNMP_binding_Ppa-Chr01_1,7.147439510609761,5.973005392743854,5.9972905907407625,6.294123510006793
AAA_16_Ppa-Chr01_1_AAA_22_Ppa-Chr01_1_AAA_33_Ppa-Chr01_0_AAA_Ppa-Chr01_1_ABC_tran_Ppa-Chr01_0_AIG1_Ppa-Chr01_0_ATP_bind_1_Ppa-Chr01_0_Arf_Ppa-Chr01_0_DO-GTPase2_Ppa-Chr01_0_DUF5600_Ppa-Chr01_0_Dynamin_N_Ppa-Chr01_0_EF-hand_1_Ppa-Chr01_1_EF-hand_4_Ppa-Chr01_1_EF-hand_6_Ppa-Chr01_1_EF-hand_7_Ppa-Chr01_1_EFG_C_Ppa-Chr01_0_EFG_III_Ppa-Chr01_0_EFG_IV_Ppa-Chr01_0_EFTUD2_Ppa-Chr01_0_EHD_N_Ppa-Chr01_0_FeoB_N_Ppa-Chr01_0_G-alpha_Ppa-Chr01_0_GTP_EFTU_D2_Ppa-Chr01_0_GTP_EFTU_D3_Ppa-Chr01_0_GTP_EFTU_Ppa-Chr01_0_Gtr1_RagA_Ppa-Chr01_0_KH_2_Ppa-Chr01_0_KH_DOM-like_Ppa-Chr01_0_MMR_HSR1_Ppa-Chr01_0_MeaB_Ppa-Chr01_0_MnmE_helical_Ppa-Chr01_0_NACHT_Ppa-Chr01_0_NB-ARC_Ppa-Chr01_1_PduV-EutP_Ppa-Chr01_0_RF3_C_Ppa-Chr01_0_RNA_helicase_Ppa-Chr01_0_Ras_Ppa-Chr01_0_Ribosomal_L14_Ppa-Chr01_0_Roc_Ppa-Chr01_0_RsgA_GTPase_Ppa-Chr01_0_SRP54_Ppa-Chr01_0_SRPRB_Ppa-Chr01_0_Septin_Ppa-Chr01_0_TniB_Ppa-Chr01_0_cobW_Ppa-Chr01_0_eIF2_C_Ppa-Chr01_0_zf-RanBP_Ppa-Chr01_0,4.833488094125091,3.6435731230037933,0.15230607078959957,5.007677395030636
AAA_16_Ppa-Chr01_2_AAA_18_Ppa-Chr01_0_AAA_22_Ppa-Chr01_2_AAA_33_Ppa-Chr01_1_AAA_Ppa-Chr01_2_ABC1_Ppa-Chr01_0_ACT_Ppa-Chr01_0_APH_Ppa-Chr01_0_Acetyltransf_1_Ppa-Chr01_0_Acetyltransf_7_Ppa-Chr01_0_Adeno_E3_CR2_Ppa-Chr01_0_AdenylateSensor_Ppa-Chr01_0_Ank_2_Ppa-Chr01_0_Ank_3_Ppa-Chr01_0_Ank_4_Ppa-Chr01_0_Ank_5_Ppa-Chr01_0_Ank_Ppa-Chr01_0_Auto_anti-p27_Ppa-Chr01_0_B_lectin_Ppa-Chr01_0_Bact_lectin_Ppa-Chr01_0_CD34_antigen_Ppa-Chr01_0_Cu_bind_like_Ppa-Chr01_0_DUF1221_Ppa-Chr01_0_DUF3543_Ppa-Chr01_0_DUF3827_Ppa-Chr01_0_DUF4100_Ppa-Chr01_0_EF-hand_1_Ppa-Chr01_2_EF-hand_4_Ppa-Chr01_2_EF-hand_5_Ppa-Chr01_0_EF-hand_6_Ppa-Chr01_2_EF-hand_7_Ppa-Chr01_2_EF-hand_8_Ppa-Chr01_0_EF-hand_9_Ppa-Chr01_0_EFhand_Ca_insen_Ppa-Chr01_0_FR47_Ppa-Chr01_0_FTA2_Ppa-Chr01_0_GAGA_bind_Ppa-Chr01_0_GUB_WAK_bind_Ppa-Chr01_0_HEAT_Ppa-Chr01_0_Haspin_kinase_Ppa-Chr01_0_Jacalin_Ppa-Chr01_0_KA1_Ppa-Chr01_0_Kdo_Ppa-Chr01_0_Kinase-like_Ppa-Chr01_0_LRRNT_2_Ppa-Chr01_0_LRR_1_Ppa-Chr01_0_LRR_4_Ppa-Chr01_0_LRR_6_Ppa-Chr01_0_LRR_8_Ppa-Chr01_0_LRR_9_Ppa-Chr01_0_LTP_2_Ppa-Chr01_0_Lectin_C_Ppa-Chr01_0_Lectin_legB_Ppa-Chr01_0_LysM_Ppa-Chr01_0_Malectin_Ppa-Chr01_0_Malectin_like_Ppa-Chr01_0_Mid2_Ppa-Chr01_0_NAF_Ppa-Chr01_0_NB-ARC_Ppa-Chr01_2_OSR1_C_Ppa-Chr01_0_PAN_1_Ppa-Chr01_0_PAN_2_Ppa-Chr01_0_PAS_3_Ppa-Chr01_0_PAS_4_Ppa-Chr01_0_PAS_9_Ppa-Chr01_0_PAS_Ppa-Chr01_0_PIP49_C_Ppa-Chr01_0_PK_Tyr_Ser-Thr_Ppa-Chr01_0_PP2C_Ppa-Chr01_0_PQQ_2_Ppa-Chr01_0_PRIMA1_Ppa-Chr01_0_Pkinase_C_Ppa-Chr01_0_Pkinase_Ppa-Chr01_0_Pkinase_fungal_Ppa-Chr01_0_RIO1_Ppa-Chr01_0_Ribonuc_2-5A_Ppa-Chr01_0_SH3_15_Ppa-Chr01_0_SPARC_Ca_bdg_Ppa-Chr01_0_SPARK_Ppa-Chr01_0_S_locus_glycop_Ppa-Chr01_0_Sel1_Ppa-Chr01_0_Serglycin_Ppa-Chr01_0_Syndecan_Ppa-Chr01_0_TNFR_c6_Ppa-Chr01_0_Tryp_alpha_amyl_Ppa-Chr01_0_UBA_Ppa-Chr01_0_Usp_Ppa-Chr01_0_VWA_2_Ppa-Chr01_0_VWA_3_Ppa-Chr01_0_VWA_Ppa-Chr01_0_WaaY_Ppa-Chr01_0_cNMP_binding_Ppa-Chr01_0,0.0,0.0,0.0,0.0
AAA_16_Ppa-Chr01_3_AAA_18_Ppa-Chr01_1_AAA_22_Ppa-Chr01_3_AAA_33_Ppa-Chr01_2_AAA_Ppa-Chr01_3_EF-hand_1_Ppa-Chr01_3_EF-hand_4_Ppa-Chr01_3_EF-hand_6_Ppa-Chr01_3_EF-hand_7_Ppa-Chr01_3_NB-ARC_Ppa-Chr01_3,0.0,0.4139953843735997,0.7527570604055389,0.439874223080954
AAA_16_Ppa-Chr01_4_AAA_18_Ppa-Chr01_2_AAA_22_Ppa-Chr01_4_AAA_33_Ppa-Chr01_4_AAA_Ppa-Chr01_4_ABC1_Ppa-Chr01_3_ACT_Ppa-Chr01_2_APH_Ppa-Chr01_2_Acetyltransf_1_Ppa-Chr01_2_Acetyltransf_7_Ppa-Chr01_2_Adeno_E3_CR2_Ppa-Chr01_2_AdenylateSensor_Ppa-Chr01_2_Ank_2_Ppa-Chr01_2_Ank_3_Ppa-Chr01_2_Ank_4_Ppa-Chr01_2_Ank_5_Ppa-Chr01_2_Ank_Ppa-Chr01_2_Auto_anti-p27_Ppa-Chr01_2_B_lectin_Ppa-Chr01_2_Bact_lectin_Ppa-Chr01_2_CD34_antigen_Ppa-Chr01_2_Cu_bind_like_Ppa-Chr01_2_DUF1221_Ppa-Chr01_2_DUF3543_Ppa-Chr01_2_DUF3827_Ppa-Chr01_2_DUF4100_Ppa-Chr01_2_EF-hand_1_Ppa-Chr01_4_EF-hand_4_Ppa-Chr01_4_EF-hand_5_Ppa-Chr01_2_EF-hand_6_Ppa-Chr01_4_EF-hand_7_Ppa-Chr01_4_EF-hand_8_Ppa-Chr01_2_EF-hand_9_Ppa-Chr01_2_EFhand_Ca_insen_Ppa-Chr01_2_FR47_Ppa-Chr01_2_FTA2_Ppa-Chr01_2_GAGA_bind_Ppa-Chr01_2_GUB_WAK_bind_Ppa-Chr01_2_HEAT_Ppa-Chr01_3_Haspin_kinase_Ppa-Chr01_2_Jacalin_Ppa-Chr01_2_KA1_Ppa-Chr01_2_Kdo_Ppa-Chr01_2_Kinase-like_Ppa-Chr01_2_LRRNT_2_Ppa-Chr01_3_LRR_1_Ppa-Chr01_4_LRR_4_Ppa-Chr01_3_LRR_6_Ppa-Chr01_2_LRR_8_Ppa-Chr01_3_LRR_9_Ppa-Chr01_2_LTP_2_Ppa-Chr01_2_Lectin_C_Ppa-Chr01_2_Lectin_legB_Ppa-Chr01_2_LysM_Ppa-Chr01_2_Malectin_Ppa-Chr01_3_Malectin_like_Ppa-Chr01_3_Mid2_Ppa-Chr01_2_NAF_Ppa-Chr01_2_NB-ARC_Ppa-Chr01_4_OSR1_C_Ppa-Chr01_2_PAN_1_Ppa-Chr01_2_PAN_2_Ppa-Chr01_2_PAS_3_Ppa-Chr01_2_PAS_4_Ppa-Chr01_2_PAS_9_Ppa-Chr01_2_PAS_Ppa-Chr01_2_PIP49_C_Ppa-Chr01_2_PK_Tyr_Ser-Thr_Ppa-Chr01_4_PP2C_Ppa-Chr01_2_PQQ_2_Ppa-Chr01_2_PRIMA1_Ppa-Chr01_2_Pkinase_C_Ppa-Chr01_2_Pkinase_Ppa-Chr01_4_Pkinase_fungal_Ppa-Chr01_2_RIO1_Ppa-Chr01_2_Ribonuc_2-5A_Ppa-Chr01_2_SH3_15_Ppa-Chr01_2_SPARC_Ca_bdg_Ppa-Chr01_2_SPARK_Ppa-Chr01_2_S_locus_glycop_Ppa-Chr01_2_Sel1_Ppa-Chr01_2_Serglycin_Ppa-Chr01_2_Syndecan_Ppa-Chr01_2_TNFR_c6_Ppa-Chr01_2_Tryp_alpha_amyl_Ppa-Chr01_2_UBA_Ppa-Chr01_2_Usp_Ppa-Chr01_2_VWA_2_Ppa-Chr01_2_VWA_3_Ppa-Chr01_2_VWA_Ppa-Chr01_2_WaaY_Ppa-Chr01_2_cNMP_binding_Ppa-Chr01_2,3.458277546978529,3.5642768959048103,3.6547171436111188,3.030123117444314
AAA_16_Ppa-Chr01_5_AAA_18_Ppa-Chr01_3_AAA_22_Ppa-Chr01_5_AAA_33_Ppa-Chr01_5_AAA_Ppa-Chr01_5_ABC1_Ppa-Chr01_4_ACT_Ppa-Chr01_3_APH_Ppa-Chr01_3_Acetyltransf_1_Ppa-Chr01_3_Acetyltransf_7_Ppa-Chr01_3_Adeno_E3_CR2_Ppa-Chr01_3_AdenylateSensor_Ppa-Chr01_3_Ank_2_Ppa-Chr01_3_Ank_3_Ppa-Chr01_3_Ank_4_Ppa-Chr01_3_Ank_5_Ppa-Chr01_3_Ank_Ppa-Chr01_3_Auto_anti-p27_Ppa-Chr01_3_B_lectin_Ppa-Chr01_3_Bact_lectin_Ppa-Chr01_3_CD34_antigen_Ppa-Chr01_3_Cu_bind_like_Ppa-Chr01_3_DUF1221_Ppa-Chr01_3_DUF3543_Ppa-Chr01_3_DUF3827_Ppa-Chr01_3_DUF4100_Ppa-Chr01_3_EF-hand_1_Ppa-Chr01_5_EF-hand_4_Ppa-Chr01_5_EF-hand_5_Ppa-Chr01_3_EF-hand_6_Ppa-Chr01_5_EF-hand_7_Ppa-Chr01_5_EF-hand_8_Ppa-Chr01_3_EF-hand_9_Ppa-Chr01_3_EFhand_Ca_insen_Ppa-Chr01_3_FR47_Ppa-Chr01_3_FTA2_Ppa-Chr01_3_GAGA_bind_Ppa-Chr01_3_GUB_WAK_bind_Ppa-Chr01_3_HEAT_Ppa-Chr01_4_Haspin_kinase_Ppa-Chr01_3_Jacalin_Ppa-Chr01_3_KA1_Ppa-Chr01_3_Kdo_Ppa-Chr01_3_Kinase-like_Ppa-Chr01_3_LRRNT_2_Ppa-Chr01_4_LRR_1_Ppa-Chr01_5_LRR_4_Ppa-Chr01_4_LRR_6_Ppa-Chr01_3_LRR_8_Ppa-Chr01_4_LRR_9_Ppa-Chr01_3_LTP_2_Ppa-Chr01_3_Lectin_C_Ppa-Chr01_3_Lectin_legB_Ppa-Chr01_3_LysM_Ppa-Chr01_3_Malectin_Ppa-Chr01_4_Malectin_like_Ppa-Chr01_4_Mid2_Ppa-Chr01_3_NAF_Ppa-Chr01_3_NB-ARC_Ppa-Chr01_5_OSR1_C_Ppa-Chr01_3_PAN_1_Ppa-Chr01_3_PAN_2_Ppa-Chr01_3_PAS_3_Ppa-Chr01_3_PAS_4_Ppa-Chr01_3_PAS_9_Ppa-Chr01_3_PAS_Ppa-Chr01_3_PIP49_C_Ppa-Chr01_3_PK_Tyr_Ser-Thr_Ppa-Chr01_5_PP2C_Ppa-Chr01_3_PQQ_2_Ppa-Chr01_3_PRIMA1_Ppa-Chr01_3_Pkinase_C_Ppa-Chr01_3_Pkinase_Ppa-Chr01_5_Pkinase_fungal_Ppa-Chr01_3_RIO1_Ppa-Chr01_3_Ribonuc_2-5A_Ppa-Chr01_3_SH3_15_Ppa-Chr01_3_SPARC_Ca_bdg_Ppa-Chr01_3_SPARK_Ppa-Chr01_3_S_locus_glycop_Ppa-Chr01_3_Sel1_Ppa-Chr01_3_Serglycin_Ppa-Chr01_3_Syndecan_Ppa-Chr01_3_TNFR_c6_Ppa-Chr01_3_Tryp_alpha_amyl_Ppa-Chr01_3_UBA_Ppa-Chr01_3_Usp_Ppa-Chr01_3_VWA_2_Ppa-Chr01_3_VWA_3_Ppa-Chr01_3_VWA_Ppa-Chr01_3_WaaY_Ppa-Chr01_3_cNMP_binding_Ppa-Chr01_3,0.8278460867351654,0.2013052308071069,0.65282694604964,1.0890881509897405
