cluster_id,major_gene,minor_gene,major_tpm,minor_tpm,ratio
DUF5056_Aty-Chr1_0_Dehydrin_Aty-Chr1_0_HSP9_HSP12_Aty-Chr1_0,AT1G20440,AT1G20450,2350.790261715569,1852.3978781539681,1.269052555846307
GST_C_2_Aty-Chr1_5_GST_C_3_Aty-Chr1_5_GST_C_5_Aty-Chr1_5_GST_C_6_Aty-Chr1_5_GST_C_Aty-Chr1_5_GST_N_2_Aty-Chr1_5_GST_N_3_Aty-Chr1_5_GST_N_4_Aty-Chr1_5_GST_N_Aty-Chr1_5_Glutaredoxin_Aty-Chr1_10_Oleosin_Aty-Chr1_4_Thioredoxin_2_Aty-Chr1_12_Tom37_Aty-Chr1_5,AT1G19570,AT1G19550,1439.4980544527125,2.1472104880936964,670.4037924715549
Kinase-like_Aty-Chr3_30_PK_Tyr_Ser-Thr_Aty-Chr3_30_Pkinase_Aty-Chr3_31,AT3G16530,AT3G16560,1314.5243493743942,13.363528573420952,98.36656105849796
Acid_phosphat_B_Aty-Chr5_0,AT5G24770,AT5G24780,1303.1855670809857,487.6599718966757,2.6723242467747625
MIP_Aty-Chr2_0,AT2G37180,AT2G37170,1046.279472849148,771.0150911459551,1.3570155563285657
EF-hand_1_Aty-Chr4_27_EF-hand_6_Aty-Chr4_27,AT4G30960,AT4G30900,873.3321635757378,6.447581756036274,135.45111898086716
UBA_Aty-Chr4_19,AT4G30960,AT4G30890,873.3321635757378,43.3718995560524,20.135898416140904
LTP_2_Aty-Chr4_20_Tryp_alpha_amyl_Aty-Chr4_20,AT4G30960,AT4G30880,873.3321635757378,0.35922074900735274,2431.185186237285
Asp_Aty-Chr1_0_Asp_protease_2_Aty-Chr1_0_SapB_1_Aty-Chr1_0_SapB_2_Aty-Chr1_0_TAXi_C_Aty-Chr1_0_TAXi_N_Aty-Chr1_0,AT1G03220,AT1G03230,851.1194391425948,77.58271458470385,10.970477685636446
3Beta_HSD_Aty-Chr3_6_Epimerase_Aty-Chr3_6_KR_Aty-Chr3_6_adh_short_Aty-Chr3_6_adh_short_C2_Aty-Chr3_6,AT3G23810,AT3G23820,717.7592671676325,278.14980328761266,2.5804773495577655
Nup35_RRM_Aty-Chr2_0_RRM_1_Aty-Chr2_1_RRM_2_Aty-Chr2_0_RRM_3_Aty-Chr2_0_RRM_5_Aty-Chr2_0_RRM_7_Aty-Chr2_1_RRM_occluded_Aty-Chr2_0_Ribosomal_S19_Aty-Chr2_0_zf-CCHC_Aty-Chr2_0,AT2G21660,AT2G21690,658.2628127987886,0.0,inf
FBA_3_Aty-Chr5_10,AT5G42650,AT5G42700,625.1528481961832,0.7820938520782349,799.3322624068493
FBA_3_Aty-Chr3_21,AT3G26830,AT3G26790,608.8143899535652,0.05329443082854407,11423.602438164873
